monthly_income,rent,utilities,existing_emi,income_stability,affordability_index,nsf_frequency,bill_payment_latency,network_centrality,time_to_zero,time_to_zero_norm,debt_to_income,transaction_frequency,txn_freq_norm,merchant_diversity,age,loan_tenure_months,requested_amount,default
10917.0,5693.0,1159.0,2719.0,0.2944,0.1233,6,-6.28,0.36,11.3,0.3776,0.249,19,0.19,18,53,24,52100.0,0
8000.0,2586.0,595.0,2498.0,0.5875,0.2903,9,6.63,0.26,1.2,0.0401,0.3122,20,0.2,13,41,6,57600.0,1
21666.0,4566.0,4000.0,5455.0,0.3061,0.3529,6,-0.63,0.1,9.1,0.3027,0.2518,35,0.35,5,29,12,78200.0,0
63790.0,23086.0,5924.0,14026.0,0.1693,0.3254,0,10.36,0.2,1.0,0.0333,0.2199,24,0.24,10,38,18,449800.0,0
59680.0,17246.0,9897.0,8789.0,0.3033,0.3979,4,-2.89,0.12,1.0,0.0333,0.1473,15,0.15,6,54,6,428700.0,0
16743.0,3226.0,592.0,1603.0,0.5496,0.6762,5,7.92,0.26,1.2,0.0414,0.0957,21,0.21,13,29,12,96700.0,0
15347.0,4461.0,1066.0,324.0,0.3513,0.6188,9,-5.05,0.24,15.6,0.5186,0.0211,27,0.27,12,40,18,35500.0,0
29181.0,11636.0,2590.0,8179.0,0.3049,0.2322,1,1.55,0.2,2.6,0.0859,0.2803,20,0.2,10,25,12,74500.0,0
12100.0,1596.0,1744.0,517.0,0.1058,0.6812,5,6.9,0.36,5.8,0.1949,0.0428,32,0.32,18,31,18,69500.0,0
26399.0,6601.0,2225.0,3791.0,0.3329,0.5221,5,9.51,0.22,1.2,0.0413,0.1436,29,0.29,11,52,18,169600.0,0
34879.0,3767.0,1292.0,2864.0,0.4588,0.7728,7,-8.59,0.2,14.6,0.4868,0.0821,24,0.24,10,22,18,122100.0,0
45989.0,20110.0,2739.0,7318.0,0.2958,0.3441,4,4.82,0.22,22.9,0.7638,0.1591,18,0.18,11,21,12,319200.0,0
20742.0,8054.0,1536.0,2287.0,0.3954,0.4274,5,7.71,0.24,21.0,0.7011,0.1102,26,0.26,12,35,12,142500.0,0
19493.0,2499.0,1168.0,5661.0,0.3757,0.5215,6,0.09,0.26,2.7,0.0893,0.2904,28,0.28,13,28,12,90500.0,1
13007.0,6947.0,841.0,4453.0,0.6082,0.0589,9,0.39,0.24,2.8,0.0918,0.3424,25,0.25,12,43,18,53200.0,1
13412.0,1478.0,2156.0,4420.0,0.2938,0.3996,4,-9.02,0.16,30.0,1.0,0.3295,24,0.24,8,28,12,79700.0,0
19228.0,7027.0,1924.0,4188.0,0.3707,0.3166,4,4.07,0.28,13.6,0.4517,0.2178,25,0.25,14,52,12,80800.0,0
27458.0,12339.0,2715.0,9411.0,0.3298,0.109,7,2.04,0.22,1.0,0.0333,0.3427,36,0.36,11,54,18,135500.0,1
38107.0,17322.0,7405.0,5345.0,0.3062,0.2109,6,-0.39,0.32,7.0,0.2325,0.1403,32,0.32,16,35,24,153200.0,0
13604.0,1570.0,1441.0,2488.0,0.583,0.5958,11,0.39,0.26,10.0,0.333,0.1829,20,0.2,13,29,18,103100.0,1
53939.0,27395.0,10124.0,4849.0,0.1707,0.2145,1,-1.8,0.26,2.2,0.0724,0.0899,30,0.3,13,24,12,267600.0,0
18720.0,9609.0,1513.0,5883.0,0.214,0.0916,6,4.64,0.2,3.2,0.1064,0.3143,23,0.23,10,49,18,107600.0,1
21746.0,7668.0,2133.0,1368.0,0.4094,0.4864,2,3.24,0.32,30.0,1.0,0.0629,17,0.17,16,25,24,113400.0,0
14068.0,4459.0,1370.0,3006.0,0.5939,0.372,7,4.92,0.2,17.9,0.5952,0.2137,14,0.14,10,54,6,85400.0,1
8000.0,962.0,983.0,2238.0,0.5756,0.4772,8,3.41,0.18,1.0,0.0333,0.2798,29,0.29,9,35,18,54400.0,1
37437.0,13211.0,4841.0,7802.0,0.2631,0.3094,4,6.69,0.28,8.6,0.2866,0.2084,29,0.29,14,30,6,209900.0,0
34273.0,9741.0,2474.0,945.0,0.4333,0.616,1,9.82,0.28,5.3,0.1752,0.0276,26,0.26,14,36,12,226700.0,0
18605.0,8331.0,3068.0,3982.0,0.4356,0.1733,6,-2.06,0.28,8.0,0.2666,0.214,29,0.29,14,30,24,57800.0,1
22930.0,6460.0,2623.0,6156.0,0.3732,0.3354,7,-1.95,0.34,15.3,0.5093,0.2685,25,0.25,17,41,18,79500.0,0
30018.0,12236.0,936.0,1973.0,0.4485,0.4955,6,1.23,0.18,1.0,0.0333,0.0657,22,0.22,9,39,18,80200.0,0
8625.0,1256.0,1126.0,2225.0,0.6373,0.4659,5,-0.69,0.26,13.3,0.4442,0.2579,28,0.28,13,31,18,55400.0,0
16036.0,2563.0,2657.0,4931.0,0.1125,0.367,3,9.67,0.2,14.5,0.4818,0.3075,29,0.29,10,37,12,81300.0,0
35474.0,5778.0,2575.0,12248.0,0.3135,0.4193,3,3.74,0.3,9.7,0.3226,0.3453,31,0.31,15,37,6,268700.0,0
10378.0,1250.0,378.0,1489.0,0.5082,0.6996,9,-0.82,0.18,4.1,0.1363,0.1435,34,0.34,9,49,6,68900.0,0
26269.0,9026.0,4393.0,231.0,0.2688,0.4804,0,3.45,0.34,6.2,0.2073,0.0088,26,0.26,17,28,6,118800.0,0
9760.0,4463.0,1913.0,1432.0,0.3187,0.2001,9,2.4,0.32,6.1,0.2041,0.1467,26,0.26,16,52,6,60300.0,0
11367.0,10918.0,1253.0,6734.0,0.456,0.3512,5,-3.49,0.24,1.9,0.0634,0.2311,25,0.25,12,28,24,172400.0,1
21560.0,7734.0,4085.0,6726.0,0.3414,0.1398,3,2.64,0.3,4.4,0.1462,0.312,23,0.23,15,34,12,109900.0,0
8358.0,3396.0,761.0,2744.0,0.4111,0.1743,13,3.18,0.14,11.1,0.3714,0.3283,19,0.19,7,27,12,41600.0,1
44305.0,11202.0,8420.0,14104.0,0.3405,0.2388,5,7.71,0.3,1.3,0.044,0.3184,25,0.25,15,29,18,287600.0,0
14175.0,3726.0,1989.0,3264.0,0.2799,0.3665,6,-1.18,0.14,11.2,0.3735,0.2303,27,0.27,7,41,12,109500.0,0
13546.0,3270.0,2456.0,3236.0,0.7124,0.3384,7,1.45,0.26,20.6,0.6872,0.2389,34,0.34,13,34,18,101300.0,1
24843.0,10445.0,4064.0,21.0,0.2789,0.4151,5,6.71,0.12,9.2,0.3082,0.0008,25,0.25,6,37,12,76400.0,0
43879.0,7580.0,1525.0,5586.0,0.2023,0.6652,4,5.68,0.3,8.7,0.2895,0.1273,16,0.16,15,54,6,238400.0,0
11974.0,1268.0,492.0,3801.0,0.3134,0.5356,3,-2.9,0.22,12.3,0.4094,0.3174,26,0.26,11,54,18,34800.0,0
22857.0,8418.0,2729.0,5517.0,0.3519,0.271,5,-1.66,0.12,4.9,0.1639,0.2414,24,0.24,6,31,24,153100.0,1
28489.0,14931.0,1482.0,4666.0,0.4164,0.2601,6,-3.73,0.26,29.8,0.9923,0.1638,29,0.29,13,36,18,81800.0,0
33385.0,12494.0,3618.0,1218.0,0.3068,0.4809,5,1.41,0.22,10.1,0.3362,0.0365,33,0.33,11,25,12,147500.0,0
24486.0,11075.0,4708.0,2111.0,0.3458,0.2692,5,7.31,0.16,30.0,1.0,0.0862,22,0.22,8,48,12,162700.0,0
17673.0,7118.0,1416.0,3432.0,0.7174,0.3229,5,5.72,0.1,10.9,0.3645,0.1942,21,0.21,5,34,12,83100.0,1
13406.0,4341.0,1516.0,4211.0,0.4671,0.2489,7,2.27,0.24,3.5,0.1174,0.3141,32,0.32,12,29,12,47300.0,1
23195.0,9818.0,2211.0,778.0,0.4078,0.4479,4,-5.31,0.14,1.0,0.0333,0.0335,26,0.26,7,47,18,155300.0,0
11576.0,5451.0,1587.0,623.0,0.5446,0.3383,7,8.51,0.32,1.3,0.0446,0.0538,24,0.24,16,24,6,32600.0,1
8000.0,1609.0,504.0,1834.0,0.6189,0.5067,8,0.73,0.26,1.0,0.0333,0.2293,23,0.23,13,51,18,20000.0,1
28622.0,7192.0,2123.0,2947.0,0.1205,0.5716,2,1.33,0.26,1.5,0.0492,0.103,29,0.29,13,52,18,195900.0,0
37887.0,7603.0,6668.0,2250.0,0.5437,0.5639,8,1.11,0.08,4.9,0.1646,0.0594,23,0.23,4,26,18,207800.0,1
8000.0,2428.0,1343.0,500.0,0.2687,0.4661,7,-4.45,0.34,19.6,0.6531,0.0625,17,0.17,17,51,12,33400.0,0
12018.0,5988.0,1973.0,2072.0,0.3517,0.1651,13,10.51,0.24,3.2,0.105,0.1724,25,0.25,12,24,12,93900.0,1
31936.0,8155.0,5144.0,6525.0,0.3764,0.3793,4,11.51,0.12,10.1,0.3376,0.2043,26,0.26,6,36,6,68000.0,0
75697.0,20325.0,8183.0,23960.0,0.2717,0.3069,0,2.06,0.28,12.0,0.4013,0.3165,23,0.23,14,28,6,482900.0,0
22303.0,10865.0,3433.0,4136.0,0.3199,0.1735,7,-4.84,0.24,12.3,0.4113,0.1854,23,0.23,12,27,24,54900.0,0
14231.0,4724.0,1364.0,3443.0,0.2967,0.3303,4,8.26,0.34,30.0,1.0,0.2419,24,0.24,17,42,6,56700.0,0
19737.0,6729.0,930.0,1248.0,0.4141,0.5487,7,6.08,0.18,2.1,0.0694,0.0632,37,0.37,9,33,12,127700.0,0
50258.0,24494.0,4869.0,12550.0,0.3354,0.1661,5,2.12,0.16,6.7,0.2243,0.2497,32,0.32,8,41,12,233800.0,0
14949.0,4795.0,852.0,3394.0,0.1994,0.3952,3,16.06,0.22,2.5,0.0846,0.227,29,0.29,11,45,24,42900.0,0
13636.0,5546.0,1315.0,1032.0,0.5299,0.4212,6,7.71,0.26,16.0,0.5338,0.0757,25,0.25,13,28,12,99300.0,1
16487.0,2284.0,1328.0,3863.0,0.3273,0.5466,12,-1.71,0.26,1.7,0.0562,0.2343,26,0.26,13,53,24,94200.0,1
12432.0,2242.0,1639.0,920.0,0.4602,0.6137,4,-5.49,0.34,4.0,0.132,0.074,26,0.26,17,25,12,56900.0,0
23709.0,6685.0,2168.0,4926.0,0.6342,0.4188,7,0.88,0.18,23.1,0.7687,0.2078,24,0.24,9,21,18,184600.0,0
58385.0,18839.0,8755.0,13668.0,0.2391,0.2933,1,13.37,0.32,5.0,0.1679,0.2341,27,0.27,16,49,12,282400.0,0
26738.0,14294.0,3130.0,6489.0,0.2316,0.1057,5,1.17,0.14,3.4,0.113,0.2427,24,0.24,7,53,24,191900.0,1
63009.0,10162.0,3527.0,6025.0,0.1733,0.101,11,2.59,0.28,4.8,0.161,0.3182,27,0.27,14,50,12,87600.0,1
18489.0,8931.0,841.0,6133.0,0.3599,0.1397,1,-2.81,0.26,5.6,0.1874,0.3317,25,0.25,13,45,12,66500.0,0
8622.0,2087.0,1267.0,2445.0,0.3207,0.3275,4,0.54,0.24,3.2,0.1078,0.2836,26,0.26,12,39,18,24000.0,0
37416.0,19973.0,5399.0,11508.0,0.3207,0.0143,8,2.5,0.22,6.3,0.2103,0.3076,26,0.26,11,44,6,295100.0,1
21021.0,8623.0,4028.0,142.0,0.1835,0.3914,9,3.88,0.3,2.1,0.0692,0.0068,20,0.2,15,33,24,68200.0,0
19766.0,5472.0,1841.0,2509.0,0.5714,0.5031,4,2.17,0.18,30.0,1.0,0.1269,25,0.25,9,24,24,114400.0,0
80000.0,33260.0,6554.0,1112.0,0.0516,0.4884,0,2.03,0.22,7.3,0.2423,0.0139,29,0.29,11,38,6,206800.0,0
26351.0,2831.0,1563.0,2074.0,0.6893,0.7546,8,-0.72,0.36,20.6,0.6872,0.0787,21,0.21,18,26,12,80200.0,0
14030.0,2326.0,1054.0,1874.0,0.2392,0.6255,4,6.6,0.26,3.8,0.1251,0.1336,17,0.17,13,48,12,92000.0,0
17055.0,8073.0,1967.0,5179.0,0.5313,0.1077,7,8.58,0.24,19.3,0.6431,0.3037,28,0.28,12,41,12,135600.0,1
43874.0,17133.0,7564.0,7858.0,0.4268,0.258,4,9.84,0.22,4.1,0.1364,0.1791,25,0.25,11,34,12,302000.0,1
23575.0,6221.0,1847.0,5354.0,0.149,0.4307,3,-2.5,0.26,1.9,0.0637,0.2271,26,0.26,13,51,12,180000.0,0
9293.0,3023.0,528.0,1180.0,0.4598,0.4909,8,-4.33,0.28,7.7,0.2574,0.127,22,0.22,14,33,24,73200.0,0
38236.0,19398.0,2916.0,8069.0,0.2501,0.2054,3,2.78,0.24,27.3,0.911,0.211,19,0.19,12,45,6,257100.0,0
14752.0,5668.0,696.0,4211.0,0.1893,0.2832,3,7.66,0.28,6.4,0.2147,0.2854,23,0.23,14,28,12,37700.0,0
67777.0,18921.0,12711.0,7146.0,0.2572,0.4279,0,2.95,0.3,14.6,0.4862,0.1054,26,0.26,15,32,24,425100.0,0
42110.0,6491.0,7510.0,13740.0,0.1158,0.3412,2,0.22,0.2,7.3,0.2421,0.3263,29,0.29,10,53,12,89800.0,0
16842.0,3910.0,1388.0,1257.0,0.9217,0.6107,9,5.85,0.26,21.6,0.7213,0.0747,26,0.26,13,38,24,127700.0,1
47506.0,25665.0,3420.0,15285.0,0.349,0.066,4,15.71,0.26,3.2,0.1079,0.3218,31,0.31,13,36,12,293500.0,1
22942.0,6809.0,4219.0,227.0,0.2383,0.5094,6,-3.48,0.2,22.1,0.7365,0.0099,19,0.19,10,39,18,160600.0,0
36742.0,11475.0,1113.0,6980.0,0.3571,0.4674,1,9.69,0.22,2.5,0.0844,0.19,18,0.18,11,21,18,292900.0,0
29462.0,9556.0,3892.0,10159.0,0.5653,0.1987,6,0.94,0.24,11.9,0.3981,0.3448,21,0.21,12,34,18,106200.0,1
13256.0,6599.0,2462.0,2829.0,0.4656,0.103,8,-0.41,0.28,5.7,0.1916,0.2134,28,0.28,14,48,12,81600.0,1
14971.0,5566.0,1743.0,2907.0,0.3609,0.3176,5,7.09,0.14,13.2,0.4411,0.1942,20,0.2,7,21,12,35400.0,0
40863.0,16842.0,1246.0,9761.0,0.3785,0.3185,6,1.72,0.18,24.7,0.8233,0.2389,29,0.29,9,30,12,311600.0,0
18018.0,4959.0,1211.0,1824.0,0.2495,0.5563,4,-3.43,0.22,1.0,0.0333,0.1013,24,0.24,11,26,12,55000.0,0
17289.0,1955.0,3230.0,326.0,0.2572,0.6812,6,2.88,0.18,2.9,0.0976,0.0189,29,0.29,9,51,6,93600.0,0
12418.0,6444.0,408.0,1091.0,0.2895,0.3603,14,3.69,0.22,15.7,0.5237,0.0879,31,0.31,11,52,6,58300.0,1
28400.0,14970.0,2758.0,1752.0,0.2223,0.3141,5,2.8,0.3,4.2,0.1409,0.0617,30,0.3,15,37,18,62100.0,0
75926.0,40022.0,12471.0,24543.0,0.1673,0.0,0,3.43,0.18,3.0,0.1,0.3232,26,0.26,9,46,12,158700.0,0
11608.0,6090.0,2002.0,3463.0,0.1771,0.0046,8,1.02,0.2,1.9,0.0626,0.2983,33,0.33,10,33,12,46600.0,1
22349.0,10434.0,2485.0,2485.0,0.3171,0.3107,7,7.61,0.2,12.0,0.3991,0.1112,23,0.23,10,27,18,63500.0,0
51397.0,20973.0,3573.0,15040.0,0.3845,0.2298,1,4.33,0.32,4.7,0.1564,0.2926,25,0.25,16,31,12,381000.0,0
20999.0,10080.0,2771.0,1556.0,0.2619,0.3139,6,-5.29,0.18,24.7,0.8218,0.0741,21,0.21,9,37,6,159800.0,0
28895.0,10698.0,2163.0,2018.0,0.5377,0.4851,8,-5.85,0.4,15.1,0.503,0.0699,29,0.29,20,22,18,139300.0,0
11644.0,1869.0,855.0,3128.0,0.5112,0.4975,13,10.81,0.14,7.0,0.2348,0.2686,14,0.14,7,21,12,71100.0,1
28481.0,7862.0,4765.0,3259.0,0.3978,0.4422,6,7.16,0.24,2.2,0.0738,0.1144,22,0.22,12,49,18,104300.0,1
19687.0,10574.0,1107.0,446.0,0.3825,0.384,3,4.31,0.34,1.0,0.0333,0.0227,32,0.32,17,48,12,141100.0,0
39793.0,10267.0,1231.0,10028.0,0.4577,0.4591,6,0.48,0.14,2.7,0.0908,0.252,26,0.26,7,24,12,201000.0,0
44911.0,22030.0,3919.0,15555.0,0.291,0.0759,4,4.95,0.18,27.6,0.9214,0.3464,22,0.22,9,24,24,241500.0,0
80000.0,11356.0,9077.0,15847.0,0.2295,0.5465,0,7.98,0.18,30.0,1.0,0.1981,25,0.25,9,29,6,304700.0,0
31188.0,7809.0,4674.0,2878.0,0.3169,0.5075,3,3.97,0.16,30.0,1.0,0.0923,21,0.21,8,44,6,91200.0,0
26782.0,6908.0,4360.0,3495.0,0.3041,0.4488,3,6.27,0.38,3.5,0.1177,0.1305,21,0.21,19,22,12,211300.0,0
24751.0,3050.0,3534.0,5619.0,0.5092,0.507,4,12.52,0.24,9.3,0.3099,0.227,19,0.19,12,29,24,167200.0,1
17820.0,2737.0,2433.0,4375.0,0.2933,0.4644,3,-3.15,0.24,15.6,0.5207,0.2455,22,0.22,12,41,12,50900.0,0
26986.0,5044.0,3864.0,8372.0,0.2784,0.3597,1,1.85,0.3,2.2,0.0738,0.3102,33,0.33,15,30,24,203900.0,0
18449.0,8800.0,1405.0,5868.0,0.5909,0.1287,9,8.32,0.4,4.2,0.1394,0.3181,20,0.2,20,23,24,37800.0,1
24369.0,3132.0,2315.0,7346.0,0.7362,0.475,9,-1.53,0.16,8.7,0.2901,0.3014,25,0.25,8,52,12,185300.0,1
48560.0,11383.0,6546.0,11022.0,0.1301,0.4038,5,2.12,0.16,1.0,0.0333,0.227,14,0.14,8,39,12,337500.0,0
12041.0,1259.0,495.0,1896.0,0.5432,0.6968,4,-5.82,0.16,8.5,0.2837,0.1574,21,0.21,8,54,6,50600.0,0
43649.0,18028.0,3501.0,10378.0,0.3792,0.269,6,12.98,0.18,1.0,0.0333,0.2378,34,0.34,9,48,18,109000.0,1
48546.0,18406.0,4810.0,11326.0,0.3461,0.2885,3,0.89,0.22,4.2,0.1398,0.2333,19,0.19,11,25,12,335700.0,0
20520.0,8008.0,2476.0,1566.0,0.2961,0.4128,6,2.44,0.3,16.3,0.5439,0.0763,26,0.26,15,46,12,162400.0,0
8000.0,2148.0,902.0,1421.0,0.3262,0.4412,5,0.07,0.22,6.3,0.2094,0.1776,26,0.26,11,22,18,48200.0,0
15295.0,2963.0,2326.0,1115.0,0.1955,0.5813,4,3.69,0.26,30.0,1.0,0.0729,27,0.27,13,27,18,48000.0,0
47964.0,20343.0,5299.0,15094.0,0.2288,0.1507,3,3.71,0.28,14.2,0.4726,0.3147,30,0.3,14,29,6,185300.0,0
21726.0,10103.0,3991.0,2458.0,0.3003,0.2382,7,-6.12,0.26,9.5,0.3153,0.1131,18,0.18,13,22,18,98200.0,0
12093.0,1964.0,1145.0,3409.0,0.3865,0.4611,3,-5.56,0.38,2.8,0.0945,0.2819,24,0.24,19,36,18,45600.0,0
16271.0,5192.0,1941.0,2148.0,0.5941,0.4296,8,8.28,0.2,1.0,0.0333,0.132,25,0.25,10,39,18,88800.0,1
36475.0,7730.0,1114.0,9750.0,0.6213,0.4902,5,8.05,0.18,27.2,0.9062,0.2673,28,0.28,9,34,18,255100.0,0
30578.0,5371.0,2531.0,2364.0,0.3587,0.6643,9,6.51,0.28,1.0,0.0333,0.0773,25,0.25,14,41,6,190800.0,0
19085.0,8215.0,3384.0,5102.0,0.2273,0.1249,4,-5.28,0.38,11.4,0.3805,0.2673,21,0.21,19,53,12,95100.0,0
17675.0,6047.0,1533.0,1111.0,0.514,0.5083,8,8.37,0.24,4.9,0.1632,0.0628,23,0.23,12,35,6,125300.0,1
17413.0,3435.0,1272.0,2991.0,0.3814,0.5579,8,-4.05,0.18,30.0,1.0,0.1718,15,0.15,9,41,18,132800.0,0
12664.0,3033.0,1550.0,504.0,0.2269,0.5983,3,0.94,0.2,5.2,0.1737,0.0398,21,0.21,10,35,24,30700.0,0
58060.0,31062.0,2519.0,10727.0,0.3588,0.2369,3,-1.19,0.34,7.7,0.2552,0.1848,20,0.2,17,43,24,171100.0,0
18153.0,8748.0,2185.0,5215.0,0.5115,0.1105,4,17.76,0.18,12.6,0.4211,0.2873,24,0.24,9,29,24,108500.0,1
9810.0,22676.0,3732.0,12090.0,0.391,0.158,2,-6.69,0.2,7.7,0.2562,0.2644,16,0.16,10,32,12,319400.0,1
54874.0,16847.0,5220.0,974.0,0.1444,0.5801,2,2.72,0.28,13.1,0.4353,0.0178,31,0.31,14,49,12,315200.0,0
40094.0,15264.0,6597.0,6907.0,0.3422,0.2825,4,4.61,0.26,1.0,0.0333,0.1723,22,0.22,13,51,18,133200.0,0
17001.0,4583.0,2423.0,5071.0,0.5624,0.2896,5,6.22,0.16,14.2,0.4732,0.2983,26,0.26,8,44,12,88100.0,1
28064.0,3788.0,2970.0,6386.0,0.2206,0.5317,5,-1.5,0.34,12.8,0.427,0.2275,26,0.26,17,33,18,76100.0,0
21709.0,6089.0,2783.0,450.0,0.428,0.5706,7,9.53,0.28,10.4,0.3483,0.0207,21,0.21,14,50,18,110700.0,0
12807.0,4704.0,2054.0,1460.0,0.4649,0.3584,8,1.7,0.28,1.1,0.0372,0.114,22,0.22,14,38,18,40000.0,1
26759.0,6133.0,4195.0,5213.0,0.319,0.4192,5,-9.11,0.18,2.5,0.0837,0.1948,25,0.25,9,31,12,89100.0,0
10857.0,5229.0,668.0,656.0,0.2725,0.3965,3,-1.62,0.3,15.7,0.5226,0.0604,29,0.29,15,35,24,57800.0,0
44919.0,7546.0,3645.0,10721.0,0.124,0.5122,6,12.82,0.26,12.0,0.3997,0.2387,37,0.37,13,34,12,253500.0,0
16668.0,4420.0,1487.0,3704.0,0.2694,0.4234,9,6.2,0.2,1.0,0.0333,0.2222,27,0.27,10,53,24,50100.0,1
24852.0,3882.0,1538.0,1761.0,0.3346,0.7111,4,1.02,0.28,2.0,0.0662,0.0709,26,0.26,14,25,18,128000.0,0
26107.0,7367.0,837.0,5029.0,0.3843,0.4931,4,7.04,0.18,1.2,0.0392,0.1926,24,0.24,9,53,24,189100.0,0
18857.0,2222.0,1123.0,5357.0,0.3131,0.5385,7,-4.19,0.28,3.8,0.1257,0.2841,29,0.29,14,24,6,60400.0,0
31320.0,6973.0,5243.0,4109.0,0.4672,0.4788,6,7.27,0.24,1.0,0.0333,0.1312,23,0.23,12,36,24,130900.0,0
16565.0,4644.0,2034.0,1432.0,0.4856,0.5104,6,10.3,0.26,6.5,0.2174,0.0864,27,0.27,13,29,12,79100.0,1
37152.0,11709.0,3272.0,9118.0,0.4141,0.3513,7,-0.79,0.28,2.5,0.0841,0.2454,32,0.32,14,30,12,112500.0,0
9822.0,3385.0,1310.0,243.0,0.3205,0.4971,10,6.2,0.24,1.1,0.0364,0.0248,19,0.19,12,42,12,27700.0,1
23762.0,5317.0,3701.0,6925.0,0.6409,0.329,8,8.65,0.18,7.1,0.2369,0.2914,21,0.21,9,46,12,172800.0,1
70499.0,23643.0,6363.0,23280.0,0.161,0.2442,1,-7.44,0.24,1.7,0.0581,0.3302,29,0.29,12,25,18,460400.0,0
12086.0,3977.0,1320.0,4081.0,0.2415,0.224,5,-1.93,0.3,11.1,0.3694,0.3377,34,0.34,15,43,12,29200.0,0
14667.0,3554.0,600.0,2220.0,0.5129,0.5654,2,1.78,0.18,3.7,0.1236,0.1514,29,0.29,9,43,6,39900.0,0
73298.0,14199.0,3943.0,6540.0,0.2947,0.0803,9,6.29,0.22,7.0,0.2337,0.2181,25,0.25,11,36,12,195200.0,1
24532.0,8477.0,2222.0,7362.0,0.3373,0.2638,8,4.48,0.3,11.3,0.3762,0.3001,28,0.28,15,23,12,140400.0,0
27184.0,6783.0,2819.0,2126.0,0.6122,0.5686,5,3.36,0.08,11.9,0.3953,0.0782,29,0.29,4,35,6,135600.0,1
29540.0,15547.0,3008.0,286.0,0.4103,0.3622,3,2.93,0.32,1.0,0.0333,0.0097,19,0.19,16,38,12,162800.0,0
11776.0,15483.0,4433.0,4339.0,0.4752,0.2476,2,-3.79,0.36,8.1,0.2709,0.1346,21,0.21,18,26,18,71200.0,1
42865.0,23240.0,5458.0,13268.0,0.1529,0.021,3,-5.03,0.22,8.1,0.2685,0.3095,18,0.18,11,23,6,154300.0,0
28167.0,11591.0,2866.0,4979.0,0.2528,0.31,2,3.53,0.24,23.9,0.7976,0.1768,18,0.18,12,32,18,171600.0,0
19058.0,5149.0,627.0,3537.0,0.1105,0.5113,9,1.88,0.24,5.4,0.18,0.1856,30,0.3,12,25,12,80400.0,0
32976.0,7465.0,4470.0,7981.0,0.3962,0.396,5,2.82,0.16,6.5,0.2155,0.242,27,0.27,8,46,6,69800.0,0
68867.0,27443.0,12364.0,13848.0,0.3279,0.2209,1,1.73,0.18,4.7,0.1579,0.2011,21,0.21,9,44,18,520700.0,0
20342.0,11012.0,3271.0,388.0,0.5385,0.2787,6,6.03,0.32,1.1,0.0362,0.0191,24,0.24,16,21,6,149700.0,1
12275.0,4689.0,2417.0,2410.0,0.2029,0.2248,9,-3.39,0.32,25.5,0.8494,0.1963,19,0.19,16,36,24,85500.0,0
42798.0,21259.0,2296.0,9706.0,0.2832,0.2228,4,4.49,0.3,4.7,0.155,0.2268,20,0.2,15,23,6,114300.0,0
20492.0,5084.0,1390.0,4602.0,0.1699,0.4595,8,-4.2,0.2,14.6,0.4876,0.2246,28,0.28,10,32,6,51000.0,0
8000.0,2265.0,973.0,2039.0,0.3896,0.3403,5,4.21,0.42,13.2,0.441,0.2549,19,0.19,21,51,18,39300.0,0
36624.0,18598.0,2567.0,6665.0,0.1821,0.2401,3,4.65,0.32,15.8,0.5255,0.182,23,0.23,16,48,12,82800.0,0
15975.0,7039.0,573.0,5033.0,0.2837,0.2085,4,-2.85,0.18,4.4,0.1459,0.315,21,0.21,9,51,18,35300.0,0
20862.0,11300.0,2053.0,3390.0,0.4679,0.1975,8,8.31,0.18,13.2,0.4397,0.1625,30,0.3,9,26,12,62700.0,1
26881.0,12060.0,2121.0,4875.0,0.5905,0.2911,4,6.44,0.14,6.6,0.2213,0.1814,27,0.27,7,36,6,163800.0,1
24694.0,7453.0,1848.0,6744.0,0.2737,0.3502,0,0.56,0.16,5.6,0.1863,0.2731,23,0.23,8,32,12,101100.0,0
33714.0,11428.0,6474.0,9832.0,0.271,0.1773,4,0.56,0.28,5.5,0.1839,0.2916,27,0.27,14,42,12,204500.0,0
10977.0,8570.0,1196.0,3849.0,0.4703,0.1973,8,-8.15,0.14,3.4,0.114,0.2269,25,0.25,7,42,24,70600.0,1
29967.0,10436.0,1558.0,1325.0,0.3745,0.5555,4,-2.47,0.34,2.4,0.0804,0.0442,29,0.29,17,21,18,160700.0,0
18850.0,4051.0,967.0,2190.0,0.1976,0.6176,6,0.67,0.36,1.1,0.0381,0.1162,26,0.26,18,40,12,110700.0,0
34313.0,10158.0,5733.0,242.0,0.3109,0.5298,5,8.35,0.22,30.0,1.0,0.0071,27,0.27,11,34,12,140700.0,0
31864.0,10590.0,4828.0,3295.0,0.2893,0.4127,2,9.1,0.26,2.7,0.0886,0.1034,28,0.28,13,32,24,102600.0,0
12566.0,1803.0,654.0,2508.0,0.4901,0.6049,12,10.76,0.28,9.5,0.3158,0.1996,23,0.23,14,34,18,37100.0,1
42260.0,18370.0,2847.0,11910.0,0.2914,0.2161,5,6.56,0.2,20.3,0.6754,0.2818,20,0.2,10,44,18,132300.0,0
15969.0,2383.0,2508.0,3273.0,0.4588,0.4888,6,3.33,0.24,12.3,0.4111,0.205,19,0.19,12,50,12,97200.0,0
35769.0,10094.0,2743.0,499.0,0.2839,0.6271,7,0.48,0.2,5.0,0.1658,0.014,22,0.22,10,53,12,162100.0,0
27457.0,12687.0,5405.0,2490.0,0.6457,0.2504,4,-0.85,0.26,16.4,0.5482,0.0907,31,0.31,13,23,18,86600.0,0
